,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
146N135,"Sauce, soy, light, formula 3, per 100 mL",Per 100 g,37.0,2.4,0.0,6.9,0.0,9.1,100,TH
1470T153,"Wheat noodle (Ba-mee), with meat ball and soup",Per 100 g,73.0,4.3,2.4,8.4,0.3,0.0,100,TH
1471T92,Wheat noodle (Ba-mee) with roasted pork and soup,Per 100 g,102.0,4.4,8.6,1.4,0.9,338.0,100,TH
1472T93,Wheat noodle (Ba-mee) with roasted pork (without soup),Per 100 g,231.0,8.2,13.9,18.3,0.0,307.0,100,TH
1473T97,Fried macaroni with pork,Per 100 g,163.0,5.7,7.0,19.2,0.0,252.0,100,TH
1474T105,"Rice noodles, small size, with beef and soup",Per 100 g,77.0,4.6,2.7,8.5,0.0,464.0,100,TH
1475T154,"Rice noodles, small size, with duck and soup",Per 100 g,90.0,4.5,5.1,6.2,0.3,0.0,100,TH
1476T106,"Rice noodles, small size, with beef ball and soup",Per 100 g,0.0,4.0,0.0,0.0,0.0,377.0,100,TH
1477T107,"Rice noodles, small size, with beef ball, beef, stewed beef and soup",Per 100 g,79.0,5.9,1.7,9.9,0.0,380.0,100,TH
1478T108,"Rice noodles, small size, with beef ball, beef and stewed beef (wihout soup)",Per 100 g,157.0,8.6,5.5,18.2,0.0,347.0,100,TH
1479T110,"Rice noodles, small size, with beef ball (wihout soup)",Per 100 g,153.0,5.5,6.7,17.6,0.0,350.0,100,TH
147N137,"Sauce, soy, dark, formula 1, salty",Per 100 g,280.0,0.9,0.0,68.9,0.0,1.5,100,TH
1480T111,"Rice noodles, small size, with pork (wihout soup)",Per 100 g,209.0,7.8,10.3,21.0,0.0,311.0,100,TH
1481T112,"Rice noodles, fine thread, with stewed beef and soup",Per 100 g,79.0,5.4,2.7,7.8,0.8,564.0,100,TH
1482T115,"Rice noodles, fine thread, with beef and soup",Per 100 g,70.0,4.4,2.0,8.1,0.9,484.0,100,TH
1483T113,"Rice noodles, fine thread, with beef and stewed beef (wihout soup)",Per 100 g,79.0,5.1,2.7,8.1,1.0,479.0,100,TH
1484T114,"Rice noodles, fine thread, with beef and stewed beef and soup",Per 100 g,87.0,6.9,1.8,10.9,0.0,563.0,100,TH
1485T312,"Fried rice noodles (fine thread) with pork, egg and soysauce",Per 100 g,164.0,2.4,2.1,33.9,0.0,0.0,100,TH
1486T122,"Rice noodles, fine thread, with beef ball and soup",Per 100 g,49.0,3.1,1.2,5.9,0.7,526.0,100,TH
1487T119,"Rice noodles, fine thread, with beef ball, beef and soup",Per 100 g,66.0,4.7,1.5,8.1,0.3,437.0,100,TH
1488T121,"Rice noodles, fine thread, with beef ball (without soup)",Per 100 g,152.0,5.8,8.1,21.7,0.0,411.0,100,TH
1489T123,"Rice noodles, big size, with beef ball and soup",Per 100 g,61.0,4.5,0.7,9.0,0.0,752.0,100,TH
148N138,"Sauce, soy, dark, formula 2, salty",Per 100 g,176.0,3.3,0.0,40.7,0.0,5.0,100,TH
1490T125,"Rice noodles, big size, with beef ball, beef and stewed beef and soup",Per 100 g,68.0,5.3,1.6,8.1,0.0,0.0,100,TH
1491T126,"Rice noodles, big size, with beef ball, beef and stewed beef",Per 100 g,163.0,7.7,6.8,17.7,0.0,381.0,100,TH
1492T127,"Rice noodles, big size, with pork and soup",Per 100 g,75.0,7.1,3.6,2.7,1.6,394.0,100,TH
1493T132,Mee-ka-thi (Rice noodles covered with tofu fried in coconut cream),Per 100 g,173.0,3.9,6.6,24.5,0.0,0.0,100,TH
1494T133,"Hoi-tod (Mussel, fried with egg and mungbean sprout)",Per 100 g,219.0,8.0,14.1,15.1,0.0,0.0,100,TH
1495T314,"Banana, cooked in concentrated syrup",Per 100 g,79.0,0.8,1.0,16.6,0.1,55.0,100,TH
1496T313,"Banana, boiled in syrup",Per 100 g,238.0,1.2,1.8,53.3,1.7,0.0,100,TH
1497T236,Kluay-buad-shee (banana in sweet coconut milk),Per 100 g,107.0,0.7,2.1,20.0,2.4,147.0,100,TH
1498T237,Ka-la-mae (Thai caramel),Per 100 g,407.0,2.1,7.9,80.6,1.7,76.0,100,TH
1499T315,Ka-nom-ko,Per 100 g,425.0,4.7,11.4,75.8,0.0,0.0,100,TH
149N139,"Sauce, soy, dark, formula 3, salty",Per 100 g,245.0,2.3,0.0,58.9,0.0,3.3,100,TH
14A15,"Corn, sweet, whole kernel, yellow, raw",Per 100 g,111.0,3.4,1.4,21.1,0.0,0.0,100,TH
1500T238,Ka-nom-khrok (coconut pudding),Per 100 g,94.0,1.4,2.9,15.4,0.0,75.0,100,TH
1501T239,Ka-nom-khrok-Singapore (coconut pudding with pandanus leaf),Per 100 g,267.0,3.6,5.9,49.7,0.0,258.0,100,TH
1502T240,"Ka-nom-jak (coconut meat mixed with black sticky rice flour and wrapped up with palm leaves, grilled)",Per 100 g,390.0,3.3,20.9,44.1,5.8,107.0,100,TH
1503T160,Ka-nom-shun (steamed layer cake),Per 100 g,249.0,1.1,7.9,42.8,0.7,15.0,100,TH
1504T244,Ka-nom-du (roasted sticky rice flour with honey and sugar),Per 100 g,355.0,2.9,3.4,78.2,0.0,112.0,100,TH
1505T161,Ka-nom-taan (steamed toddy palm cake),Per 100 g,211.0,2.1,0.9,48.4,0.0,0.0,100,TH
1506T162,"Ka-nom touy-fu (rice cake, fermented)",Per 100 g,0.0,2.0,0.0,0.0,0.0,0.0,100,TH
1507T246,Ka-nom-tian (stuffed dough pyramid),Per 100 g,297.0,5.2,6.6,53.2,2.1,0.0,100,TH
1508T247,Ka-nom-badin (Thai-Muslim butter cake),Per 100 g,389.0,8.2,16.0,53.1,0.0,152.0,100,TH
1509T249,Ka-nom-bua-loi (Thai glutinous rice dumplings in sweet coconut cream),Per 100 g,145.0,1.2,2.4,29.3,0.6,266.0,100,TH
150N140,"Sauce, soy, dark, formula 4, salty",Per 100 g,226.0,1.9,0.0,54.6,0.0,3.8,100,TH
1510T248,Ka-nom-ba-bin (mixture of glutinous rice flour and egg baked with grated coconut),Per 100 g,372.0,3.3,12.0,62.4,0.0,0.0,100,TH
1511T136,"Ka-nom-phug-bua (rice cake, deep fried)",Per 100 g,341.0,2.9,10.2,59.4,0.0,84.0,100,TH
1512T316,Ka-nom-la,Per 100 g,439.0,2.6,16.4,70.3,0.0,0.0,100,TH
1513T253,Ka-nom-sai-sai/sod-sai (filled coconut cream),Per 100 g,224.0,2.5,12.8,24.7,0.0,88.0,100,TH
1514T138,"Ka-nom-moh-kaeng (mungbean custard, baked)",Per 100 g,207.0,5.8,7.2,27.7,4.2,0.0,100,TH
1515T170,"Cake, Moon cake, durian filled",Per 100 g,345.0,5.1,9.9,56.9,3.7,67.0,100,TH
1516T167,"Cake, Moon cake, jujube filled",Per 100 g,338.0,4.4,9.1,56.6,5.5,30.0,100,TH
1517T168,"Cake, Moon cake, lotus seed filled",Per 100 g,384.0,5.7,14.8,55.6,2.4,40.0,100,TH
1518T169,"Cake, Moon cake, lotus seed and egg filled",Per 100 g,404.0,6.7,18.2,52.2,1.9,64.0,100,TH
1519T172,"Cake, Moon cake, five nuts filled",Per 100 g,450.0,11.0,24.0,46.1,2.6,189.0,100,TH
151N142,"Sauce, soy, sweet",Per 100 g,218.0,2.6,0.0,51.9,0.0,1.8,100,TH
1520T317,"Khao-maak (glutinous rice, fermented)",Per 100 g,183.0,3.9,0.1,41.4,0.3,7.0,100,TH
1521T139,"Khao-niao-moon (glutinous rice, steamed in coconut milk)",Per 100 g,281.0,3.1,6.3,52.2,1.7,0.0,100,TH
1522T318,Grass jelly (Chao kuai),Per 100 g,16.0,0.1,0.0,3.9,0.0,0.0,100,TH
1523T164,Sa-rim (mungbean thread in coconut milk),Per 100 g,160.0,0.2,4.5,29.0,1.2,0.0,100,TH
1524T140,Tako-haew (coconut pudding with water chestnut),Per 100 g,132.0,0.7,5.7,18.2,3.0,0.0,100,TH
1525T261,Tao-suan,Per 100 g,136.0,2.7,2.1,25.6,2.0,97.0,100,TH
1526T319,"Soybean curd, soft (Tau-huay)",Per 100 g,74.0,1.7,3.0,9.9,0.0,52.0,100,TH
1527T320,"Soybean curd, soft (Tau-huay), high calcium",Per 100 g,48.0,2.3,2.0,4.9,0.0,34.0,100,TH
1528T396,"Mungbean, mature seeds, boiled, added sugar",Per 100 g,114.0,2.9,0.1,24.2,2.2,7.0,100,TH
1529T263,Tong-muan,Per 100 g,481.0,3.9,19.6,71.5,0.9,236.0,100,TH
152N146,"Bouillon cube, different flavoured",Per 100 g,198.0,11.4,5.6,22.4,5.5,15.7,100,TH
1530T262,Tong-muan,Per 100 g,471.0,4.7,18.0,71.8,1.3,292.0,100,TH
1531T141,"Thong-yodd (golden dropped, egg yolk dropped in heavy syrup)",Per 100 g,336.0,4.3,13.4,49.3,0.6,0.0,100,TH
1532T142,"Thong-yip (egg yolk sheeted in heavy syrup, cupped)",Per 100 g,397.0,7.8,19.7,46.5,1.3,0.0,100,TH
1533T264,Coconut milk with syrup,Per 100 g,196.0,0.7,7.6,31.3,0.0,212.0,100,TH
1534T265,Taro pudding,Per 100 g,255.0,2.6,8.4,42.2,0.0,24.0,100,TH
1535T158,Med khanun (mock jackfruit seeds),Per 100 g,304.0,9.4,12.8,36.0,3.6,28.0,100,TH
1536T323,"Jelly caragenan, mixed with elephant yam and nata de coco, in 15% fruit juice, different flavours",Per 100 g,125.0,0.0,0.0,31.2,0.3,38.0,100,TH
1537T321,"Jelly caragenan, mixed with elephant yam, in 10% fruit juice, different flavours",Per 100 g,37.0,0.0,0.0,9.0,0.2,23.0,100,TH
1538T322,"Jelly caragenan, mixed with elephant yam, in 20% fruit juice, different flavours",Per 100 g,99.0,0.0,0.0,24.5,0.2,16.0,100,TH
1539T163,Lod-chong in coconut milk,Per 100 g,130.0,0.7,3.6,22.6,1.5,0.0,100,TH
153N144,"Bouillon cube, chicken flavoured, different brands",Per 100 g,208.0,14.4,3.9,28.9,0.0,16.0,100,TH
1540T273,Luk chup (fruit-shape desserts made of mung-bean flour with natural colouring),Per 100 g,111.0,3.2,1.1,21.1,1.8,83.0,100,TH
1541T274,,Per 100 g,141.0,1.6,2.8,26.6,1.3,78.0,100,TH
1542T151,Toddy palm in heavy syrup,Per 100 g,243.0,1.4,0.1,59.1,0.0,0.0,100,TH
1543T150,"Wun-ka-thi (Jelly with coconut cream, pandanus leaves flavoured)",Per 100 g,132.0,0.6,5.3,20.6,0.0,0.0,100,TH
1544T275,Toddy palm jelly,Per 100 g,35.0,0.1,0.0,8.5,0.0,0.0,100,TH
1545T276,Pandanus Jelly,Per 100 g,93.0,0.3,3.8,14.2,0.0,46.0,100,TH
1546T325,"Nata de coco, mixed with red kidney bean and water chestnut in syrup",Per 100 g,118.0,0.8,0.2,27.5,1.7,15.0,100,TH
1547T324,Nata de coco in syrup,Per 100 g,107.0,0.0,0.0,26.4,0.4,3.0,100,TH
1548T277,Young coconut jelly,Per 100 g,127.0,0.7,7.4,13.6,1.3,68.0,100,TH
1549T147,"Sangkhaya (egg custard, steamed)",Per 100 g,207.0,5.0,8.4,25.8,3.8,58.0,100,TH
154N145,"Bouillon cube, pork flavoured, different brands",Per 100 g,177.0,13.2,3.7,22.7,0.0,16.8,100,TH
1550T278,"Sangkhaya bai teoy (egg custard, with pandanus leaf, steamed)",Per 100 g,267.0,4.9,15.5,26.8,0.0,70.0,100,TH
1551T279,"Sangkhaya fuk tong (egg custard, with pandanus leaf, steamed in pumpkin",Per 100 g,210.0,5.2,8.8,27.3,0.4,119.0,100,TH
1552T280,Sago & Black Bean in Coconut Syrup,Per 100 g,138.0,2.2,5.0,19.6,2.5,138.0,100,TH
1553T234,"Krob-kem (small pieces of pastry, slightly sweetened and salted)",Per 100 g,480.0,6.4,23.9,58.6,2.6,347.0,100,TH
1554T235,"Kra-ya-sart (Thai sweet made of rice, nut, sesame-seeds and sugar), different flavours",Per 100 g,524.0,9.5,31.3,49.5,2.4,83.0,100,TH
1555T326,"Banana, deep fried",Per 100 g,524.0,2.1,30.8,57.6,4.0,352.0,100,TH
1556T327,"Banana, baked",Per 100 g,462.0,1.4,19.0,69.0,4.6,209.0,100,TH
1557T328,"Banana, different varieties, crispy, original flavour",Per 100 g,435.0,3.4,14.2,69.6,7.3,28.0,100,TH
1558T329,"Banana, crispy fried, different flavour",Per 100 g,570.0,2.9,40.1,47.1,4.5,306.0,100,TH
1559T241,Ka-nom-jeep-kung (Chinese steamed prawn dumplings),Per 100 g,189.0,11.3,10.4,11.8,1.5,521.0,100,TH
155N118,"Fermented fish, viscera (Tai-pla)",Per 100 g,188.0,9.7,14.7,4.2,0.0,0.0,100,TH
1560T242,Ka-nom-jeep-gai (Chinese steamed chicken dumplings),Per 100 g,163.0,7.9,3.9,23.9,0.0,401.0,100,TH
1561T243,Ka-nom-jeep-moo-sub (Chinese steamed minced pork dumplings),Per 100 g,119.0,5.4,6.8,8.3,1.2,253.0,100,TH
1562T245,"Ka-nom-tokyo (pancakes wrapped with minced pork, Thai style)",Per 100 g,122.0,5.9,4.6,13.9,0.0,192.0,100,TH
1563T250,"Ka-nom-buang-cream-sai-khem (crispy rice flour sheet with cream, prawn and grated coconut filling)",Per 100 g,368.0,4.5,6.9,71.0,1.8,175.0,100,TH
1564T251,"Ka-nom-buang-cream-sai-wan (crispy rice flour sheet with cream, gold thread, egg yolk strained in heavy syrup and grated coconut filling)",Per 100 g,370.0,7.5,9.5,62.4,2.3,93.0,100,TH
1565T252,Ka-nom buang Thai sai khem (crispy rice flour sheet with prawn and grated coconut filling),Per 100 g,382.0,7.5,20.9,40.7,0.0,244.0,100,TH
1566T330,"Jackfruit, crispy baked",Per 100 g,413.0,6.7,11.6,66.1,8.5,25.0,100,TH
1567T254,"Khao-kriab-pak-mor sai-moo (steamed rice skin dumplings, minced pork filled)",Per 100 g,107.0,2.1,3.8,15.9,0.0,102.0,100,TH
1568T202,Northern style snack bar (Khao-soi bar),Per 100 g,506.0,6.7,27.5,57.0,1.7,112.0,100,TH
1569T255,Kao-tom-mud (steamed glutinous rice with black bean and banana filling),Per 100 g,217.0,3.0,3.7,42.8,0.0,142.0,100,TH
156N121,"Fermented fish, viscera (Tai-pla), Mackerel",Per 100 g,48.0,2.6,1.7,5.6,0.0,15.0,100,TH
1570T256,Kao-tom-mud-Veitnam (steamed glutinous rice with pork and mungbean),Per 100 g,194.0,5.3,4.1,33.6,0.5,167.0,100,TH
1571T331,"Rice, dried, deep-fried, with different topping",Per 100 g,517.0,7.4,27.7,58.8,0.9,436.0,100,TH
1572T332,Rice cracker (Khaotan-OTOP product),Per 100 g,510.0,5.6,24.4,66.2,1.2,400.0,100,TH
1573T333,"Rice cracker (Khaotan), topped with seaweed",Per 100 g,503.0,5.3,24.4,65.2,0.9,604.0,100,TH
1574T334,"Rice cracker (Khaotan), topped with mixed cereals and seeds",Per 100 g,484.0,7.8,22.6,61.0,2.1,300.0,100,TH
1575T335,"Rice cracker (Khaotan), topped with concentrated cane sugar",Per 100 g,488.0,5.4,22.0,66.4,1.3,363.0,100,TH
1576T336,"Rice cracker (Khaotan), topped with dried pork",Per 100 g,448.0,8.4,16.2,66.7,0.8,571.0,100,TH
1577T337,"Rice cracker (Khaotan), water melon flavoured",Per 100 g,492.0,5.1,22.7,66.2,1.5,378.0,100,TH
1578T338,"Rice, chip, fried, with different flavours",Per 100 g,525.0,5.5,28.8,59.0,3.5,274.0,100,TH
1579T339,"Corn snack, fried, seasoned, different flavours",Per 100 g,568.0,4.9,36.5,54.1,1.3,463.0,100,TH
157N67,"Sauce, chilli, sweet",Per 100 g,218.0,0.7,0.4,52.0,1.4,1.2,100,TH
1580T340,"Corn puff, snack, seasoned, different flavours",Per 100 g,555.0,5.7,34.0,56.0,0.8,596.0,100,TH
1581T341,"Corn puff snack, different flavours",Per 100 g,492.0,4.2,22.1,68.0,2.1,408.0,100,TH
1582T257,"Khao-niao-ping (sticky rice mixed with coconut milk, filled with banana, wrapped in banana leaf, grilled)",Per 100 g,232.0,2.8,2.9,47.8,1.6,210.0,100,TH
1583T258,"Khao-niao-ping (sticky rice mixed with coconut milk, filled with taro, wrapped in banana leaf, grilled)",Per 100 g,250.0,2.8,4.5,49.3,0.0,224.0,100,TH
1584T259,"Khao-niao-ping (sticky rice mixed with coconut milk, filled with sweet potato, wrapped in banana leaf, grilled)",Per 100 g,252.0,2.4,4.2,50.9,0.0,216.0,100,TH
1585T342,"Sesame and sunflower, seeds, honey mixed biscuit",Per 100 g,598.0,18.1,45.8,23.6,9.6,52.0,100,TH
1586T260,"Chinese steamed buns, minced pork filled",Per 100 g,139.0,3.7,5.0,19.2,1.2,58.0,100,TH
1587T343,"Soybean curd (tofu), fried",Per 100 g,419.0,26.2,33.2,3.6,0.0,963.0,100,TH
1588T344,"Broad bean, deepfried, salted, dehulled, vendor packed",Per 100 g,467.0,28.1,21.6,35.2,9.6,359.0,100,TH
1589T345,"Broad bean, deepfried, salted, dehulled, industry packed",Per 100 g,489.0,22.6,27.0,32.9,11.3,468.0,100,TH
158N147,"Sauce, suki",Per 100 g,136.0,2.7,2.1,25.5,1.8,1.8,100,TH
1590T346,"Sugar pea, deepfried, coated, crispy baked, different flavours",Per 100 g,441.0,15.9,17.2,50.7,9.5,466.0,100,TH
1591T347,"Peanut, sugar coated (from 3 markets)",Per 100 g,494.0,14.6,23.4,53.8,4.3,226.0,100,TH
1592T348,"Peanut, deep-fried, salted",Per 100 g,630.0,27.0,53.3,5.0,11.1,293.0,100,TH
1593T349,"Peanut, battered, deep-fried",Per 100 g,559.0,17.7,37.8,34.3,5.1,444.0,100,TH
1594T350,"Peanut, roasted, coconut milk mix coated",Per 100 g,568.0,18.1,38.5,34.8,4.8,256.0,100,TH
1595T351,"Peanut, roasted, honey coated",Per 100 g,586.0,25.1,44.9,13.8,12.6,315.0,100,TH
1596T353,"Sunflower seeds, chocolate coated",Per 100 g,488.0,6.5,23.2,60.1,6.2,88.0,100,TH
1597T352,"Sunflower, seeds, sugar coated, biscuit",Per 100 g,620.0,18.4,49.9,19.3,9.8,40.0,100,TH
1598T354,"Sunflowers, seeds, salted",Per 100 g,615.0,24.4,51.1,8.1,12.3,202.0,100,TH
1599T355,"Sunflower seeds, honey coated",Per 100 g,610.0,21.1,49.9,13.7,10.6,252.0,100,TH
159N148,"Budu, Muslim fish sauce",Per 100 g,53.0,7.7,0.7,3.8,0.4,7.5,100,TH
15A19,"Rice, whole grain, Mun-pu variety, raw",Per 100 g,355.0,7.1,2.7,73.5,3.9,0.0,100,TH
1600T356,"Durian, crispy fried",Per 100 g,508.0,4.6,27.7,57.2,5.2,46.0,100,TH
1601T357,"Durian, crispy, baked",Per 100 g,553.0,3.5,36.5,49.4,6.4,133.0,100,TH
1602T358,"Nuts, mixed, cocktail, salted",Per 100 g,632.0,22.4,53.4,11.3,8.5,170.0,100,TH
1603T359,"Nuts, mixed, cocktail, roasted with honey",Per 100 g,606.0,11.2,47.8,29.1,7.4,186.0,100,TH
1604T363,"Fish, snack, seasoned",Per 100 g,332.0,23.7,1.5,55.6,0.3,1.8,100,TH
1605T361,"Fish, sheet, seasoned, different flavors",Per 100 g,317.0,18.4,1.6,56.3,2.0,2.1,100,TH
1606T362,"Squid, strip, seasoned",Per 100 g,304.0,62.9,3.8,4.4,0.0,1.7,100,TH
1607T95,"Spring rolls, shrimp",Per 100 g,160.0,12.7,2.2,21.0,2.0,294.0,100,TH
1608T166,"Spring roll, non-fried",Per 100 g,170.0,4.9,5.5,24.1,1.7,375.0,100,TH
1609T156,Pa-tong-ko (Deep-fried doughstick),Per 100 g,436.0,4.3,25.6,46.2,0.9,0.0,100,TH
160N71,"Sauce, fish, per 100 ml",Per 100 g,38.0,0.0,0.0,7.0,0.0,8.9,100,TH
1610T360,"Pa-tong-ko-salapao (Chinese bun, dough, deep-fried)",Per 100 g,396.0,6.5,20.6,43.9,4.2,236.0,100,TH
1611T266,Sweet taro crisps,Per 100 g,495.0,4.2,27.3,54.8,6.3,234.0,100,TH
1612T365,"Taro, batter-fried",Per 100 g,281.0,4.2,12.4,36.4,3.6,195.0,100,TH
1613T366,"Pie, crispy",Per 100 g,564.0,9.0,36.3,48.6,3.0,442.0,100,TH
1614T367,"Pistachio nut, shelled, roasted, salted",Per 100 g,631.0,20.1,54.4,10.9,8.0,501.0,100,TH
1615T267,Sweet pumpkin crisps,Per 100 g,526.0,5.2,33.0,48.3,7.4,184.0,100,TH
1616T270,"Murtabak, banana",Per 100 g,237.0,5.2,10.6,30.1,0.0,126.0,100,TH
1617T268,"Murtabak, chicken",Per 100 g,264.0,10.0,11.5,30.1,0.0,493.0,100,TH
1618T269,"Murtabak, beef",Per 100 g,281.0,10.4,13.8,28.7,0.0,467.0,100,TH
1619T271,"Murtabak, mixed fruits",Per 100 g,255.0,5.5,6.5,43.3,0.0,316.0,100,TH
161N149,"Sauce, fish, mixed, per 100 ml",Per 100 g,12.0,0.0,0.0,2.0,0.0,7.9,100,TH
1620T368,"Catshew nut, shelled, salted, canned",Per 100 g,613.0,20.6,47.5,23.5,4.3,300.0,100,TH
1621T369,"Catshew nut, shelled, roasted with butter",Per 100 g,609.0,19.3,47.3,23.9,5.1,0.0,100,TH
1622T374,"Sweet potato, batter-fried",Per 100 g,279.0,2.8,12.9,36.1,3.4,190.0,100,TH
1623T375,"Potato chip, fried, mixed flavours",Per 100 g,530.0,5.5,31.1,55.1,3.5,445.0,100,TH
1624T376,"Potato chip, fried, original",Per 100 g,534.0,6.8,33.5,49.3,4.2,411.0,100,TH
1625T377,"Potato chip, baked, mixed flavours",Per 100 g,460.0,5.2,19.9,63.4,3.2,826.0,100,TH
1626T378,"Cassava, ball, baked",Per 100 g,231.0,0.7,3.9,48.1,0.0,134.0,100,TH
1627T370,"Macadamia, roasted,with herbs, Doi Tung product",Per 100 g,715.0,9.5,69.6,7.9,9.7,192.0,100,TH
1628T371,"Macadamia, roasted, different flavours",Per 100 g,746.0,8.4,73.4,10.2,5.3,193.0,100,TH
1629T372,"Macadamia, roasted, honey flavour, Doi Tung product",Per 100 g,704.0,7.8,65.4,17.5,7.2,35.0,100,TH
162N74,"Sauce, dipping, for unripe mango (Nam-pla wan)",Per 100 g,256.0,4.8,0.2,57.6,1.8,1.1,100,TH
1630T373,"Macadamia, roasted, salted",Per 100 g,748.0,9.0,75.4,3.5,9.1,229.0,100,TH
1631T379,"Almond, roasted, salted",Per 100 g,627.0,25.8,53.6,4.8,10.9,229.0,100,TH
1632T380,"Bread, crispy, mixed flavours",Per 100 g,474.0,6.8,18.8,67.8,2.7,475.0,100,TH
1633T381,"Breadstick, mixed flavours",Per 100 g,456.0,9.1,16.0,67.2,3.0,595.0,100,TH
1634T382,"Cheese shake biscuit, sandwiched with preserved pineapple",Per 100 g,347.0,4.7,4.9,59.7,22.0,334.0,100,TH
1635T383,"Bread, sandwich",Per 100 g,290.0,10.9,6.8,43.9,4.1,353.0,100,TH
1636T384,Milk bun,Per 100 g,279.0,11.0,4.5,47.0,3.1,413.0,100,TH
1637T385,Sweetened Bun,Per 100 g,313.0,9.4,7.1,51.7,1.9,409.0,100,TH
1638T386,"Bread, whole wheat",Per 100 g,273.0,11.8,5.3,41.2,5.9,415.0,100,TH
1639T387,"Wafer, sandwiched with layers of cream",Per 100 g,521.0,5.1,27.0,63.6,1.4,183.0,100,TH
163N150,"Sauce, curry",Per 100 g,175.0,5.0,9.9,9.2,13.8,3.1,100,TH
1640T388,"Cookies, butter & cheese, coffee, vanila flavours",Per 100 g,515.0,6.4,27.5,59.2,2.3,426.0,100,TH
1641T389,"Cookies, chocolate chip",Per 100 g,500.0,6.3,22.4,67.6,0.9,307.0,100,TH
1642T390,"Cookies, butter flavoured",Per 100 g,524.0,7.8,27.9,59.1,2.5,305.0,100,TH
1643T391,"Cookies, Singapore",Per 100 g,502.0,6.9,25.7,59.4,2.4,288.0,100,TH
1644T392,"Cake, chiffon, coffee, pandan flavours",Per 100 g,409.0,4.5,28.1,33.3,2.2,140.0,100,TH
1645T393,"Cake, butter",Per 100 g,393.0,7.3,24.2,36.3,0.0,0.0,100,TH
1646T394,Waffle,Per 100 g,396.0,8.0,20.3,45.2,0.0,244.0,100,TH
1647T219,Peanut curry sauce for fermented rice noodles (Nam-prik),Per 100 g,270.0,4.2,18.5,20.7,1.5,445.0,100,TH
1648T218,Curry sauce for fermented rice noodles (Nam-ya),Per 100 g,137.0,4.2,11.4,3.6,1.6,532.0,100,TH
1649T221,"Pla-nam ( Fish, shredded, mixed with slices of pork skin)",Per 100 g,227.0,5.5,1.3,48.1,0.0,333.0,100,TH
164N95,"Paste, curry, green (Nam phrik kaeng khieo wan)",Per 100 g,71.0,3.4,0.8,8.4,8.0,3.2,100,TH
1650T395,"Spaghetti sauce, different flavours",Per 100 g,102.0,4.2,4.9,9.1,1.9,656.0,100,TH
1651T232,"Sausages, traditional Thai style",Per 100 g,451.0,20.5,31.1,22.2,0.0,456.0,100,TH
1652T233,"Sausage, rice (with minced pork), grilled",Per 100 g,299.0,13.8,19.2,16.7,1.7,677.0,100,TH
1653T14,"Sausage, rice and pork, fermented, northeastern style",Per 100 g,468.0,12.8,43.2,6.8,0.0,0.0,100,TH
1654T128,"Sausage, rice and pork, fermented, northeastern style, fried",Per 100 g,392.0,17.8,28.9,14.5,1.1,820.0,100,TH
1655T281,"Na tang (spicy sauce with pork, prawn and peanut for crispy rice)",Per 100 g,220.0,11.1,13.6,12.4,2.1,208.0,100,TH
1656U30,Cicada,Per 100 g,133.0,20.6,3.6,4.5,0.0,43.0,100,TH
1657U5,"Cricket, giant",Per 100 g,188.0,17.5,12.0,2.4,0.0,0.0,100,TH
1658U3,Cricket,Per 100 g,125.0,15.7,5.7,0.7,3.5,87.0,100,TH
1659U2,"Cricket, short tail, deep-fried",Per 100 g,557.0,35.0,44.5,0.9,0.0,243.0,100,TH
165N96,"Paste, curry, red, (Nam phrik kaeng dang)",Per 100 g,93.0,5.4,2.4,6.5,11.7,4.1,100,TH
1660U22,"Chicken essence, ready to drink",Per 100 g,33.0,8.3,0.0,0.0,0.0,90.0,100,TH
1661U4,"Silk worm, pupae",Per 100 g,124.0,12.1,6.9,2.1,2.0,14.0,100,TH
1662U7,Rice grasshopper,Per 100 g,159.0,20.6,6.1,2.9,5.0,267.0,100,TH
1663U25,"Locust, deep-fried",Per 100 g,609.0,32.9,46.1,15.3,0.0,88.0,100,TH
1664U32,"Bombay locust, deep-fried",Per 100 g,476.0,39.8,31.4,8.6,0.0,0.0,100,TH
1665U8,"Locust, cyrtacanthacris",Per 100 g,97.0,14.3,3.3,0.6,4.0,32.0,100,TH
1666U19,"Hornet, young",Per 100 g,141.0,13.7,6.3,7.4,0.0,0.0,100,TH
1667U28,"Hornet, mature",Per 100 g,111.0,16.2,3.9,2.8,0.0,0.0,100,TH
1668U29,"Hornet, pupae",Per 100 g,140.0,14.8,6.8,4.7,0.0,0.0,100,TH
1669U6,"Red ant, young female",Per 100 g,189.0,12.7,12.5,5.2,2.5,50.0,100,TH
166N97,"Paste, curry, panang (Nam phrik kaeng panang)",Per 100 g,124.0,4.5,4.5,12.9,10.8,3.9,100,TH
1670U35,"Fresh-water algae, raw",Per 100 g,0.0,0.4,0.1,0.0,0.0,0.0,100,TH
1671U39,"Royal jelly, powder",Per 100 g,368.0,40.5,0.3,50.7,0.0,77.0,100,TH
1672U38,"Royal jelly, fresh",Per 100 g,136.0,14.6,0.1,19.1,0.0,21.0,100,TH
1673U10,Red ant,Per 100 g,111.0,13.9,3.5,5.1,1.8,56.0,100,TH
1674U34,Scorpion,Per 100 g,128.0,24.7,2.1,2.3,0.0,157.0,100,TH
1675U11,Mole cricket,Per 100 g,130.0,15.4,6.3,1.5,2.9,111.0,100,TH
