,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
744E205,"Coconut, young, meat and water, Nam-Hom variety, raw",Per 100 g,37.0,0.4,1.6,4.8,0.6,23.0,100,TH
745E206,"Papaya, Hollands variety, ripe",Per 100 g,45.0,0.8,0.1,9.1,1.7,27.0,100,TH
746E207,"Coconut, young, meat and water, roasted",Per 100 g,69.0,0.9,4.8,4.7,1.4,38.0,100,TH
747E208,"Durian, Baht-thong-kum variety",Per 100 g,170.0,3.1,4.7,28.0,1.3,19.0,100,TH
748E209,"Durian, Chao-koa variety",Per 100 g,187.0,2.4,2.6,37.2,2.3,14.0,100,TH
749E210,"Durian, Kob-pi-kul variety",Per 100 g,126.0,2.9,3.4,19.6,2.2,13.0,100,TH
74A42,"Noodles, wheat, dried, longevity (Mee-sua)",Per 100 g,326.0,12.3,0.8,65.1,4.6,2.3,100,TH
750E211,"Durian, Keng-tong variety",Per 100 g,153.0,2.6,2.9,27.9,1.6,11.0,100,TH
751E212,"Durian, Kob-mae-tao variety",Per 100 g,149.0,2.8,4.5,23.1,2.2,21.0,100,TH
752E213,"Durian, Kob-sao-noi variety",Per 100 g,113.0,2.6,2.9,18.0,2.0,12.0,100,TH
753E214,"Durian, Kob-ta-khao variety",Per 100 g,162.0,3.1,6.0,22.2,2.7,17.0,100,TH
754E215,"Durian, Kob-ta-tao variety",Per 100 g,134.0,2.2,4.1,20.8,2.3,10.0,100,TH
755E216,"Durian, Kob-wai variety",Per 100 g,123.0,2.5,2.6,21.2,2.1,19.0,100,TH
756E217,"Durian, Kob-wat-kuay variety",Per 100 g,128.0,3.2,3.8,18.5,2.7,10.0,100,TH
757E218,"Durian, Kum-pun-nur-khao variety",Per 100 g,166.0,2.3,4.5,28.3,1.0,13.0,100,TH
758E219,"Durian, Kum-pun-puang variety",Per 100 g,164.0,3.3,5.6,23.1,3.7,14.0,100,TH
759E220,"Durian, Sao-chom variety",Per 100 g,160.0,2.9,5.2,24.1,2.1,12.0,100,TH
75A121,"Noodles, rice, vermicelli, Thai Korat style (Mee-ta-ku/Mee-ko-rat)",Per 100 g,393.0,4.8,6.0,79.2,1.3,1.1,100,TH
760E136,"Durian, Chom-phu-sri variety",Per 100 g,129.0,2.7,3.7,19.7,2.8,13.0,100,TH
761E125,"Durian, Kob-pi-kul variety",Per 100 g,163.0,3.1,4.4,26.7,1.5,11.0,100,TH
762E129,"Durian, Kum-pun-chao-kom variety",Per 100 g,176.0,2.6,3.8,31.5,2.3,11.0,100,TH
763E137,"Durian, Tong-yoi-chat variety",Per 100 g,142.0,3.4,4.0,22.5,1.1,14.0,100,TH
764E223,"Sweet corn, bicolor variety, raw",Per 100 g,62.0,2.6,1.1,9.2,2.1,39.0,100,TH
765E224,"Salacca, Sumalee variety",Per 100 g,67.0,0.6,0.0,15.4,1.4,14.0,100,TH
766E155,"Grapes, red, seedless",Per 100 g,67.0,0.8,0.0,15.2,1.4,21.0,100,TH
767E225,"Mango, Falan variety",Per 100 g,70.0,0.6,0.0,15.7,2.1,29.0,100,TH
768F1,"Frog, grilled",Per 100 g,352.0,75.1,5.7,0.0,0.0,621.0,100,TH
769F4,"Frog, deep-fried",Per 100 g,250.0,34.2,11.4,2.6,0.0,108.0,100,TH
76B1,"Water caltrops, boiled",Per 100 g,135.0,3.6,0.1,33.0,0.0,0.0,100,TH
770F180,"Frog, raw",Per 100 g,153.0,16.0,9.8,0.0,0.0,128.0,100,TH
771F2,"Frog, tadpole, raw",Per 100 g,48.0,9.3,1.2,0.0,0.0,123.0,100,TH
772F3,"Frog, tadpole, cooked",Per 100 g,51.0,10.9,0.7,0.3,0.0,138.0,100,TH
773F55,"Frog, skin, deep-fried",Per 100 g,551.0,64.8,32.4,0.0,0.0,1.6,100,TH
774F57,"Frog, dried",Per 100 g,238.0,51.2,3.7,0.1,0.0,2.0,100,TH
775F181,"Chameleon, raw",Per 100 g,121.0,24.7,2.4,0.0,0.0,153.0,100,TH
776F5,"Chameleon, grilled",Per 100 g,259.0,55.1,3.8,1.2,0.0,55.0,100,TH
777F92,"Chicken, bottom, grilled",Per 100 g,373.0,16.9,26.1,17.5,0.0,603.0,100,TH
778F8,"Chicken, gizzard, raw",Per 100 g,92.0,18.5,2.0,0.0,0.0,88.0,100,TH
779F9,"Chicken, gizzard, boiled",Per 100 g,136.0,25.3,2.5,3.2,0.0,80.0,100,TH
77B2,"Yam, wild, raw",Per 100 g,143.0,2.5,0.1,33.1,0.0,0.0,100,TH
780F10,"Chicken, gizzard, fried",Per 100 g,172.0,30.6,4.2,3.0,0.0,106.0,100,TH
781F106,"Chicken, knee, boiled",Per 100 g,196.0,20.5,12.6,0.1,0.0,104.0,100,TH
782F107,"Chicken, knee, fried",Per 100 g,323.0,40.1,17.7,0.7,0.0,262.0,100,TH
783F15,"Chicken, liver, raw",Per 100 g,126.0,18.8,5.6,0.0,0.0,54.0,100,TH
784F16,"Chicken, liver, boiled",Per 100 g,171.0,26.4,7.3,0.0,0.0,66.0,100,TH
785F17,"Chicken, liver, fried",Per 100 g,239.0,28.3,12.6,3.0,0.0,77.0,100,TH
786F130,"Chicken, steamed",Per 100 g,180.0,18.9,10.3,2.7,0.5,441.0,100,TH
787F14,"Chicken, whole, boiled",Per 100 g,241.0,22.9,16.6,0.0,0.0,126.0,100,TH
788F109,"Chicken, feet, boiled",Per 100 g,125.0,11.7,8.3,0.8,0.0,50.0,100,TH
789F11,"Chicken, drumstick, raw",Per 100 g,135.0,18.5,6.6,0.1,0.0,116.0,100,TH
78B25,"Sunchoke (Jerusalem artichoke), without skin, boiled",Per 100 g,45.0,1.6,0.0,0.0,19.2,24.0,100,TH
790F12,"Chicken, drumstick, boiled",Per 100 g,206.0,23.5,12.4,0.0,0.0,149.0,100,TH
791F13,"Chicken, drumstick, fried",Per 100 g,203.0,25.5,11.2,0.0,0.0,198.0,100,TH
792F25,"Chicken, meat, raw",Per 100 g,186.0,17.3,12.4,1.4,0.0,90.0,100,TH
793F136,"Chicken, minced, grilled",Per 100 g,241.0,25.2,15.4,0.0,0.7,487.0,100,TH
794F22,"Chicken, wing, raw",Per 100 g,217.0,16.9,16.6,0.0,0.0,106.0,100,TH
795F23,"Chicken, wing, boiled",Per 100 g,261.0,20.6,19.8,0.0,0.0,118.0,100,TH
796F24,"Chicken, wing, fried",Per 100 g,290.0,27.6,19.9,0.0,0.0,111.0,100,TH
797F111,"Chicken, grilled",Per 100 g,184.0,29.6,6.9,0.4,0.7,546.0,100,TH
798F26,"Chicken, blood, cooked",Per 100 g,30.0,7.1,0.2,0.0,0.0,317.0,100,TH
799F19,"Chicken, thigh, raw",Per 100 g,212.0,15.6,15.6,2.2,0.0,108.0,100,TH
79B26,"Sunchoke (Jerusalem artichoke), without skin, raw",Per 100 g,52.0,2.3,0.1,0.0,20.9,30.0,100,TH
7A14,"Rice, milled, Jao-hawm-nin variety, raw",Per 100 g,360.0,7.7,1.3,78.5,1.8,18.0,100,TH
800F20,"Chicken, thigh, boiled",Per 100 g,242.0,21.1,16.6,2.0,0.0,124.0,100,TH
801F21,"Chicken, thigh, fried",Per 100 g,239.0,27.9,14.2,0.0,0.0,216.0,100,TH
802F172,"Chicken, skin, deep fried",Per 100 g,578.0,33.7,41.8,16.5,0.0,1.1,100,TH
803F173,"Chicken, breast without skin, raw",Per 100 g,112.0,24.9,1.4,0.0,0.0,0.0,100,TH
804F29,"Chicken, breast, with skin, raw",Per 100 g,153.0,19.8,8.2,0.0,0.0,99.0,100,TH
805F30,"Chicken, breast, with skin, boiled",Per 100 g,193.0,28.6,8.7,0.0,0.0,80.0,100,TH
806F31,"Chicken, breast, with skin, fried",Per 100 g,234.0,35.7,10.1,0.0,0.0,98.0,100,TH
807F32,"Chicken, black chicken, gizzard, raw",Per 100 g,97.0,21.1,1.3,0.3,0.0,0.0,100,TH
808F33,"Chicken, black chicken, drumstick, meat and skin, raw",Per 100 g,122.0,24.0,2.9,0.0,0.0,0.0,100,TH
809F34,"Chicken, black chicken, wing, meat and skin, raw",Per 100 g,147.0,22.5,6.3,0.0,0.0,0.0,100,TH
80B7,"Taro, small corms, steamed",Per 100 g,111.0,3.3,0.5,21.7,3.3,11.0,100,TH
810F36,"Chicken, black chicken, thigh, meat and skin, raw",Per 100 g,127.0,22.7,4.0,0.0,0.0,0.0,100,TH
811F35,"Chicken, black chicken, breast, meat and skin, raw",Per 100 g,115.0,23.7,2.2,0.0,0.0,0.0,100,TH
812F37,"Chicken, domestic fowl, gizzard, raw",Per 100 g,112.0,20.8,3.1,0.1,0.0,0.0,100,TH
813F38,"Chicken, domestic fowl, drumstick, meat and skin, raw",Per 100 g,119.0,21.7,3.6,0.0,0.0,0.0,100,TH
814F39,"Chicken, domestic fowl, wing, meat and skin, raw",Per 100 g,137.0,22.3,5.3,0.0,0.0,0.0,100,TH
815F40,"Chicken, domestic fowl, thigh, meat and skin, raw",Per 100 g,124.0,21.1,4.4,0.0,0.0,0.0,100,TH
816F41,"Chicken, domestic fowl, thigh, meat and skin, raw",Per 100 g,127.0,23.6,3.6,0.0,0.0,0.0,100,TH
817F42,"Chicken, jungle fowl, drumstick, meat and skin, raw",Per 100 g,139.0,23.0,5.2,0.0,0.0,0.0,100,TH
818F43,"Chicken, jungle fowl, drumstick, meat and skin, raw",Per 100 g,187.0,22.1,11.0,0.0,0.0,0.0,100,TH
819F44,"Chicken, jungle fowl, thigh, meat and skin, raw",Per 100 g,218.0,20.2,15.2,0.0,0.0,0.0,100,TH
81B3,"Taro, big corms, steamed",Per 100 g,110.0,2.4,0.0,23.7,2.5,11.0,100,TH
820F45,"Chicken, jungle fowl, breast, meat and skin, raw",Per 100 g,178.0,24.3,9.0,0.0,0.0,0.0,100,TH
821F46,"Frog, small, raw,bone incuded",Per 100 g,80.0,15.1,2.0,0.4,0.0,122.0,100,TH
